FRAUD_FLAG,DEBITOR_USERNAME,DEBITOR_FIRST_NAME,DEBITOR_LAST_NAME,DEBITOR_EMAIL_ADDRESS,DEBITOR_PHONE_NUMBER,DEBITOR_BIRTH_YEAR,DEBITOR_BIRTH_MONTH,DEBITOR_BIRTH_DAY,DEBITOR_GENDER,DEBITOR_ADDR_BUILDING,DEBITOR_ADDR_STREET,DEBITOR_ADDR_CITY,DEBITOR_ADDR_STATE,DEBITOR_ADDR_ZIPCODE,DEBITOR_ADDR_COUNTRY,DEBITOR_GEO_LATITUDE,DEBITOR_GEO_LONGITUDE,DEBITOR_ACCOUNT_NUMBER,DEBITOR_BIC_CODE,DEBITOR_ACCOUNT_CREATE_TIMESTAMP,DEBITOR_CURRENCY,DEBITOR_IP_ADDRESS,DEBITOR_TOWER_LATITUDE,DEBITOR_TOWER_LONGITUDE,DEBITOR_COMMENT,CREDITOR_USERNAME,CREDITOR_FIRST_NAME,CREDITOR_LAST_NAME,CREDITOR_EMAIL_ADDRESS,CREDITOR_PHONE_NUMBER,CREDITOR_BIRTH_YEAR,CREDITOR_BIRTH_MONTH,CREDITOR_BIRTH_DAY,CREDITOR_GENDER,CREDITOR_ADDR_BUILDING,CREDITOR_ADDR_STREET,CREDITOR_ADDR_CITY,CREDITOR_ADDR_STATE,CREDITOR_ADDR_ZIPCODE,CREDITOR_ADDR_COUNTRY,CREDITOR_GEO_LATITUDE,CREDITOR_GEO_LONGITUDE,CREDITOR_ACCOUNT_NUMBER,CREDITOR_BIC_CODE,CREDITOR_ACCOUNT_CREATE_TIMESTAMP,CREDITOR_CURRENCY,CREDITOR_IP_ADDRESS,CREDITOR_TOWER_LATITUDE,CREDITOR_TOWER_LONGITUDE,CREDITOR_COMMENT,PAYMENT_ID,PAYMENT_INIT_TIMESTAMP,PAYMENT_LAST_UPDATE_TIMESTAMP,PAYMENT_STATUS,PAYMENT_TYPE,DEBITOR_CCY_CREDITOR_CCY_RATE,CREDITOR_CCY_DEBITOR_CCY_RATE,DEBITOR_AMOUNT,CREDITOR_AMOUNT
0,alopez,Russell,Hançer,laura30@example.org,0417-492 9613,1979,12,4,NB,12162,Levy Mills Locks,North Erica,Massachusetts,20298,NL,51.955,5.22778,TR854960168601684630271035,051373676,1536936252.533579,EUR,111.75.199.53,52.758846556263315,5.253470160793041,Aspernatur iusto earum ad. Fuga officia in.,lindalivingston,Susan,Mansız,szengin@example.net,981.604.3785x24040,2004,2,7,NB,1253,Robert Green Isle,Sevenhaven,Mississippi,87441,CH,47.30997,8.52462,TR486010114834341784089526,088425157,1170103701.183509,CHF,144.12.22.138,47.51564670216308,8.829859793931707,Military head structure author record.,580a7932-32b8-425d-9bf8-c4928da9ee52,1611517742.045432,1749639184.598154,COMPLETED,PAYMENT,1.1254,0.8886,12336055.99,13882997.41
0,fazul01,Alexis,Bridges,tacosta@example.com,+90(280)682-8110x117,1959,11,26,F,5365,İbrahim Plaza Shores,Aksuland,Arizona,82039,CA,45.43341,-73.86586,TR209205019831701290319478,086884703,1497853998.826057,CAD,93.101.21.247,45.20817709687978,-73.88592952690186,Cumque soluta laborum perferendis laborum numquam.,haliye99,Efe,Eraslan,jonesbrian@example.net,+1-277-786-1613x3374,1989,2,16,F,512,Güçyeter Hollow Lodge,Davidchester,Connecticut,03102,JP,34.75856,136.13108,TR316387337254039572954051,075939342,1546029004.173199,JPY,201.28.147.13,35.73075064552721,136.697902431885,Light compare memory return already.,71c7a7d2-f8cb-4113-8b44-fe6b73e9d820,1567529540.495473,1749639183.081452,CANCELLED,PAYMENT,80.2934,0.0125,16130220.3,1295150230.64
0,flee,Haley,Kirk,renee65@example.net,2297063506,1964,6,9,M,4540,Aguilar Walks Neck,South Vildanefort,New Jersey,88765,TR,37.0611756,37.3793085,GB81GGQJ25113994672832,088450643,1581147335.059625,TRY,163.59.155.114,36.20763081720775,37.11820258831539,Spend message against another. Chair trade body game admit.,ssoylu,Ashley,Akar,maryjones@example.net,4244905037,1950,6,24,M,2870,Norman Inlet Viaduct,Barbarachester,Wisconsin,54469,BR,-28.24,-48.67028,TR732399264753669748548701,118345741,750553180.881176,BRL,161.97.83.14,-28.55018785431685,-48.87972019026094,Reprehenderit facere maxime pariatur nam.,e9ba6ecf-aa0a-460a-9588-8126bcfa784a,1644182471.669863,1749639183.859268,PROCESSING,PAYMENT,0.726,1.3774,17475280.58,12687053.7
1,jenniferlowe,Patricia,Manço,ugurkanfirat@example.com,870 9 345,2003,3,4,NB,56240,Kathleen Dale Village,West Carla,Michigan,67972,US,38.54491,-121.74052,GB73CESI34706367634384,064683968,1723276185.468017,USD,26.133.117.197,37.940318430179225,-122.34867299397548,Et pariatur reprehenderit quo expedita quis totam.,corlusemsettin,Habibe,Duran,cenan71@example.com,001-537-550-4305x3711,1990,2,6,M,8448,Gail Club Cove,North Jessicaport,Florida,28548,TR,37.05944,37.3825,TR788768131536392466685422,032440162,1443622669.361122,TRY,96.84.106.176,36.82777747150297,38.344432273843545,Unit shake police because whatever offer site.,81e5c828-47de-4a39-8921-54aa2432b974,1723283446.468017,1749639187.338222,COMPLETED,PAYMENT,5.3275,0.1877,21548361.36,114798895.15
1,inonucakirca,Daniel,Glass,verim92@example.com,948.522.1995x0443,1997,2,22,F,75012,Büşranur Motorway Causeway,Kaverchester,Arizona,74401,IN,25.87498,86.59611,TR172809294430523852222297,122266065,1600055609.917262,INR,175.79.15.130,25.90804112255797,86.00761035126752,Ready hard respond interest.,timothy06,Alice,Zorlu,inonuemal@example.com,243 0 335,1950,8,15,F,81557,Şensoy Views Circles,Lake Zülbiyebury,Massachusetts,16380,IN,25.92127,86.79271,TR826343862868461338035177,102949166,609653866.609975,INR,166.190.193.91,25.657297977870524,87.73945361810286,Dolor sequi est quia fuga alias dolores maxime.,8472122c-f6d6-41a7-95d7-dec5fe51d622,1600064339.917262,1749639184.167177,PENDING,PAYMENT,1.0,1.0,18586494.45,18586494.45
0,gmiller,Nathan,Akça,gutierreznancy@example.com,(796)216 0701,2003,7,7,F,3812,Mansız Well Orchard,North Margaretton,Colorado,72890,NZ,-44.39672,171.25364,TR193839894952242816235748,042556538,1285510262.982927,NZD,61.89.41.219,-44.37604929715452,172.02013329881365,Ex necessitatibus magni porro molestias.,phillipsbeth,Elizabeth,Tran,audrey24@example.com,(241)340-4471x02576,1955,1,13,M,420,Koray Crescent Alley,West Michael,California,73115,HK,22.37066,114.10479,GB02UTQC31931684833997,088346692,1593387360.446395,HKD,111.252.29.67,21.50580385562708,113.24148635373959,Cupiditate praesentium provident illum voluptas sunt.,39b30da2-fa99-4f2f-9b2c-d514b1af6509,1673552135.44968,1749639181.829995,COMPLETED,PAYMENT,5.2476,0.1906,10696267.44,56129733.02
1,akcaygokcebalan,Daniel,Eraslan,ycarter@example.org,078 1 727,1984,5,27,NB,98774,Okanay Path Mountains,Jennifermouth,Indiana,70720,HK,22.37066,114.10479,GB78JBGM06908812483045,055962973,1324621285.127195,HKD,167.117.203.219,23.13778300343773,113.7079412516466,Not stuff article impact green.,ceyhunbilir,Sandra,Zengin,qstone@example.net,001-657-493-3487,1955,7,9,M,294,Kerman Spring Fork,Hayrioğluberg,Utah,83497,NZ,-44.39672,171.25364,GB67ITYS08719775754646,079859172,1086287299.436574,NZD,17.169.137.231,-43.470523066831895,170.46774386966268,Answer kind business affect.,34a34e23-bd2d-411b-87b0-e54db5c57c02,1324629075.127195,1749639184.188736,FAILED,PAYMENT,0.1906,5.2476,22476144.37,4283953.12
0,bilgetemucin,Acar,Hançer,nudretakgunduz@example.com,001-438-621-0163x3156,1969,2,21,F,538,York Forks Rue,East Troyberg,Mississippi,01540,KR,37.1759,128.9889,TR486123117589665370684416,124218422,1688111392.276783,KRW,131.134.89.235,37.80770681545265,129.1378420570981,Provide indeed this sea agreement. Should treat candidate.,tarhannejdet,Aydinç,Manço,karaca89@example.com,+1-410-589-6432x20677,1958,3,9,M,371,Yorulmaz Hollow Coves,Blankenshipberg,Connecticut,37033,IN,34.08565,74.80555,GB51IHOG13110023258795,094867123,894882313.526713,INR,137.119.131.225,34.975427838492756,75.39955464071495,Consectetur pariatur laboriosam totam.,de55f4c0-1853-4cb4-8c34-694dd2050d34,1688129432.276783,1749639187.457957,FAILED,PAYMENT,0.0625,16.0063,24058218.15,1503638.63
0,gyilmaz,Emrullah,Ortiz,hakdeniz@example.net,+1-501-551-4772,1997,11,17,NB,514,Erenalp Turnpike Lodge,West Daniel,South Carolina,91971,CN,35.85,117.7,TR601633314560456843654600,083490064,1007438542.810277,CNY,31.7.208.174,34.89118570448763,118.49507169596728,Treat picture term system parent environmental big.,ecarr,William,Norton,wgul@example.net,(871)153 0645,2001,5,9,F,0211,Çevregül Fall Lodge,Lake Selvi,Oregon,32364,US,32.9156,-117.14392,GB61WLHF30746037023509,101959225,1457108854.364034,USD,14.210.90.118,32.075774100215895,-117.28477861354273,Grow indeed international partner.,2c3313b2-42f4-4f70-8dc0-feac2874b712,1625513610.03785,1749639181.238626,COMPLETED,PAYMENT,0.1456,6.8681,13878318.67,2020683.2
1,mhancer,Yasemen,Robles,aksukismet@example.net,+90(326)917-6403x655,1987,5,1,F,5748,Charles Lake Ford,West Seçgülville,Rhode Island,88992,CA,45.40008,-73.58248,GB63IKRY39073127694799,052313981,1562209140.577709,CAD,31.28.171.1,44.57338470422392,-73.41730617682047,Positive watch project fund financial try Mrs else.,sheilabriggs,Kayagün,Montgomery,lauren08@example.com,001-676-705-8859x975,1980,7,5,M,2094,Nicole Mall Points,Şenerhaven,Illinois,83831,NL,52.14,5.58472,GB06EFXF73443952361106,124826623,1447091324.710799,EUR,87.38.20.28,51.645593990238844,6.516429430186983,Another appear from meeting today throw up.,7a1b721a-bdb9-4a5a-a9ea-d763970fa3c8,1562228140.577709,1749639188.935925,CANCELLED,PAYMENT,0.642,1.5576,24550521.8,15761435.0
