FRAUD_FLAG,DEBITOR_USERNAME,DEBITOR_FIRST_NAME,DEBITOR_LAST_NAME,DEBITOR_EMAIL_ADDRESS,DEBITOR_PHONE_NUMBER,DEBITOR_BIRTH_YEAR,DEBITOR_BIRTH_MONTH,DEBITOR_BIRTH_DAY,DEBITOR_GENDER,DEBITOR_ADDR_BUILDING,DEBITOR_ADDR_STREET,DEBITOR_ADDR_CITY,DEBITOR_ADDR_STATE,DEBITOR_ADDR_ZIPCODE,DEBITOR_ADDR_COUNTRY,DEBITOR_GEO_LATITUDE,DEBITOR_GEO_LONGITUDE,DEBITOR_ACCOUNT_NUMBER,DEBITOR_BIC_CODE,DEBITOR_ACCOUNT_CREATE_TIMESTAMP,DEBITOR_CURRENCY,DEBITOR_IP_ADDRESS,DEBITOR_TOWER_LATITUDE,DEBITOR_TOWER_LONGITUDE,DEBITOR_COMMENT,CREDITOR_USERNAME,CREDITOR_FIRST_NAME,CREDITOR_LAST_NAME,CREDITOR_EMAIL_ADDRESS,CREDITOR_PHONE_NUMBER,CREDITOR_BIRTH_YEAR,CREDITOR_BIRTH_MONTH,CREDITOR_BIRTH_DAY,CREDITOR_GENDER,CREDITOR_ADDR_BUILDING,CREDITOR_ADDR_STREET,CREDITOR_ADDR_CITY,CREDITOR_ADDR_STATE,CREDITOR_ADDR_ZIPCODE,CREDITOR_ADDR_COUNTRY,CREDITOR_GEO_LATITUDE,CREDITOR_GEO_LONGITUDE,CREDITOR_ACCOUNT_NUMBER,CREDITOR_BIC_CODE,CREDITOR_ACCOUNT_CREATE_TIMESTAMP,CREDITOR_CURRENCY,CREDITOR_IP_ADDRESS,CREDITOR_TOWER_LATITUDE,CREDITOR_TOWER_LONGITUDE,CREDITOR_COMMENT,PAYMENT_ID,PAYMENT_INIT_TIMESTAMP,PAYMENT_LAST_UPDATE_TIMESTAMP,PAYMENT_STATUS,PAYMENT_TYPE,DEBITOR_CCY_CREDITOR_CCY_RATE,CREDITOR_CCY_DEBITOR_CCY_RATE,DEBITOR_AMOUNT,CREDITOR_AMOUNT
1,hunterchapman,Şemsettin,Vargas,paul92@example.net,(635)899 7376,1961,10,26,F,9774,Sarah Viaduct Flats,Thomasshire,Minnesota,76021,GB,52.41667,0.75,TR258982659325309642359444,010575334,505409294.906225,GBP,70.118.224.19,15.319463968698642,-61.28067791668224,Blanditiis hic saepe placeat nam officia quasi magnam.,aslansehamet,Jessica,Yıldırım,bilirisiman@example.com,490-408-7099,1987,8,14,NB,7428,Wells Turnpike Divide,East Sherryview,South Carolina,59379,AU,-25.54073,152.70493,GB43ZQYU97788789215749,055196008,1553941137.741757,AUD,53.36.172.67,-6.637464391942036,-151.57369941383809,Usually scene field attack itself language see.,f202fbe4-2c4b-4f53-bc40-3ce23903da12,1577449078.520159,1749678438.301946,FAILED,PAYMENT,1.809,0.5528,15985918.47,28918526.51
1,ebishop,Oğuzman,Frederick,tandogduduran@example.org,+90(859)142-4064x5067,1970,1,3,F,8451,Akdeniz Extension Shoal,Lake Ashley,Idaho,12852,JP,34.9,137.5,TR735391798091982416045268,094915907,1549113425.294686,JPY,10.1.110.228,-84.31399018141568,2.543964565825547,Degree field perform.,fuzulikisakurek,Mason,Çamurcuoğlu,xcetin@example.org,497-212-7285,1993,12,19,M,317,Bekbay Grove Locks,East Roger,Delaware,98988,DE,51.19139,6.51352,TR352936989662426055633768,043461114,613062372.366441,EUR,130.73.93.105,-88.13065933456,-35.91289664843703,System security remain positive within moment community.,81ae923b-65d2-4d59-8ce5-15133df114a7,1720577227.753222,1749678437.645546,PENDING,PAYMENT,0.008,125.065,10783289.49,86266.32
0,durduazettin,Özokçu,Trevino,agonzalez@example.com,(303)501-6647x6818,1994,9,11,M,64412,İsra Branch Crossing,South Tom,Ohio,95618,KR,36.82167,128.63083,GB13LTQD87148965724635,048948548,1149207002.238544,KRW,133.38.234.72,37.23296781941526,128.7960532829717,Minus asperiores eaque quod vitae. Ipsa ex rem quo veniam.,batirhankoruturk,Solma,Korutürk,nazimet61@example.net,648 4 692,2003,2,14,F,497,Güçlü Shores Tunnel,Johnsonburgh,Washington,73196,GB,50.75767,-1.5443,GB19DORP42183807266039,087674491,1085463056.871393,GBP,143.6.160.26,50.60057400008772,-1.4637374807652366,Probably too memory beautiful method always.,43cdd883-13c9-4af2-ac28-7d29e358ee8a,1430654797.750717,1749678437.215171,CANCELLED,PAYMENT,0.0007,1423.2705,12788594.33,8952.02
0,oakcay,Timothy,Ramirez,spencermaria@example.com,+90(273)391-5397x8268,1969,6,25,NB,60386,Gürcüye Light Street,New Gülter,Indiana,62393,CN,35.64889,117.27583,TR415591668435454706016631,056983045,1490940019.982479,CNY,115.55.232.254,35.5947656671151,116.68345087431317,General pattern stop yeah performance choose hour area.,qocalan,Âlemşah,Ülker,courtney33@example.net,270.312.6590,1973,10,4,M,850,Ruhide Prairie Mountain,South Crystalland,South Carolina,43077,CH,47.30997,8.52462,TR891123801734631446005874,015322333,1441045769.997418,CHF,204.140.68.160,47.526195130396175,8.158457478566696,Scene up seek people both water argue.,3f7714b2-23d2-4515-b4de-ab3abc43cad2,1690983522.497171,1749678441.200757,CANCELLED,PAYMENT,0.1434,6.9716,19491555.21,2795089.02
1,sseven,Tiffany,Jackson,jefferydavis@example.org,375.875.6965x9019,1944,8,23,F,6190,Williams Fork Lodge,Selcenside,Kentucky,70864,FR,48.90982,2.45012,TR366697599175943952793242,022791384,1654017965.463419,EUR,32.20.60.8,-11.577439119195517,17.084354627959883,Error aliquam cumque veritatis veniam magni.,pbilgin,Nurbanu,Murray,teresagonzalez@example.org,+90(399)288-8001x7003,1992,7,10,F,16424,Hayrioğlu Loaf Route,Pricebury,Indiana,38249,BR,-4.16694,-40.7475,GB02HWRM65619120469738,027442230,1158529672.872757,BRL,50.131.243.228,70.0039527851582,55.15376944650107,Tempora mollitia perferendis.,542f5618-c999-4183-98eb-f31d794e0a23,1746251710.705277,1749678438.97387,CANCELLED,PAYMENT,4.4185,0.2263,19982248.55,88291565.22
0,fhansen,Kılıçbay,Jackson,lewisjames@example.com,(158)583 6748,1980,4,16,M,723,Yalın Pike Bypass,North Okanay,Utah,08473,ZA,-24.19436,29.00974,TR072239839079299203271971,081625378,652307790.016997,ZAR,75.110.117.176,-24.04729870323894,29.7495154936603,Piece student clearly citizen effort space south.,rodrigueznicole,Verde,Rogers,jonathansmith@example.net,001-583-523-0417x98407,1944,10,29,NB,61072,Smith Manors Avenue,North Aralville,Virginia,78350,CN,45.75279,130.57211,GB20JZDM56652302870907,102805912,1312153634.889011,CNY,119.71.47.63,45.52255110262026,130.0510942753437,Dolorem accusamus autem rem neque officiis.,85af1468-147b-4c93-8417-25185537aae9,1451011689.909719,1749678435.17541,PROCESSING,PAYMENT,0.476,2.1009,19340349.68,9206006.45
0,prestonanthony,Katherine,Mansız,lergul@example.net,08710628541,2004,6,7,F,0538,Çorlu Locks Ramp,Lake Michele,Nebraska,65434,US,40.65995,-111.99633,GB70MHNY39144551186528,116257828,1524483778.453692,USD,217.146.216.249,60.951348726685936,-123.58032049911176,Building nature character work sport property soon else.,lkelly,Şerafeddin,Kelly,lewisbrandon@example.net,(776)330-6783,1971,10,29,M,9298,Vezrife Islands Isle,Port Christinafort,Missouri,93602,NZ,-44.39672,171.25364,TR612038107728352762057143,100760745,1687583878.889885,NZD,216.177.60.73,-88.56487844255473,118.7308990402181,Phone share ok value cold should.,f218587d-1ecb-4661-a868-462f64cebe6a,1736175521.496554,1749678438.190606,PROCESSING,PAYMENT,1.4928,0.6699,15183701.41,22666229.46
0,gcarter,Christine,Kısakürek,csoylu@example.net,578.871.7707,1981,3,26,F,136,Akça Curve Extensions,South Jenniferbury,South Carolina,65537,JP,35.0,136.51667,GB35LRAL23761404938509,094181922,1722628256.577343,JPY,80.192.218.57,34.70140319277212,135.55339841390932,Responsibility worry stuff science chance.,lgreen,Toker,Manço,alexandra24@example.org,978-804-6153,1992,3,27,F,80998,William Avenue Centers,New Durdalitown,New Mexico,04143,ZA,-26.93366,29.24152,GB83RDUH92960947706423,083898475,825257957.005821,ZAR,85.27.252.57,-27.549171820900145,28.526356708708292,Corrupti id quis mollitia. Rerum veritatis repellat eum.,0fd09309-55f8-4caa-9531-ea6ac88a516f,1738067264.085374,1749678441.582127,COMPLETED,PAYMENT,0.1318,7.5873,19546118.48,2576178.42
0,yildirimnigmet,Uğurkan,Jensen,ocalanmuktedir@example.com,+90(265)363-2930x5771,2004,1,6,NB,43756,Douglas Shoal Meadows,Sezginmouth,West Virginia,03368,KR,36.20389,127.08472,TR545911398663143935541496,036384279,1128092103.317458,KRW,21.89.172.191,36.15221678409432,127.38443113277536,Vitae vitae amet maiores illo necessitatibus maiores.,adlandurmus,Christina,Miller,ksener@example.net,3844113278,1998,5,12,M,64077,Ertaş Overpass Brook,East Cynthiaview,Alaska,82145,CA,45.43341,-73.86586,TR706100711191626589533418,090730908,1610656111.691824,CAD,4.87.161.202,45.06301615127451,-73.65350658164336,Shake but truth bill. Table attention agency writer.,fc97830d-dbf8-4c44-8044-9ac9a8d026d1,1642293130.164769,1749678435.574354,COMPLETED,PAYMENT,0.0012,820.6375,18600899.7,22321.08
1,unalyilmaz,Seha,Bryant,emilyfitzgerald@example.net,(384)699 3780,1994,4,23,F,7205,Stark Roads Estates,East Michael,New Mexico,88561,MX,19.32889,-99.32556,TR372572099835957598781407,104041716,645430017.758037,MXN,204.131.67.144,-23.273373113360336,45.9651760434009,Manager tend difference expect represent war.,jesushernandez,Öncel,Adams,nguyenmichael@example.com,+1-351-356-6470x5741,1946,3,29,M,41908,Webb Forks Wall,North Chadstad,Wisconsin,71865,BR,-25.42944,-50.00639,GB59JNBN40562281831733,104414013,683453975.895467,BRL,16.168.7.42,29.39050723344544,-163.6929802410041,Consectetur amet suscipit natus ab.,a36942d8-e211-4f04-8d34-4c578418b9c7,750142454.182345,1749678442.841418,PENDING,PAYMENT,0.1969,5.0793,16480472.51,3245005.04
